commodity_id,commodity_name,unit,date,price,change_pct,trend
CU,Copper,USD/lb,2025-10,5.7196,2.51,up
CU,Copper,USD/lb,2025-11,5.7352,0.27,flat
CU,Copper,USD/lb,2025-12,5.4774,-4.50,down
CU,Copper,USD/lb,2026-01,5.3907,-1.58,down
CU,Copper,USD/lb,2026-02,5.1576,-4.32,down
CU,Copper,USD/lb,2026-03,5.3568,3.86,up
PP,Polypropylene,USD/lb,2023-08,0.8175,4.81,up
PP,Polypropylene,USD/lb,2023-09,0.8533,4.38,up
PP,Polypropylene,USD/lb,2023-10,0.8505,-0.33,flat
PP,Polypropylene,USD/lb,2023-11,0.8286,-2.57,down
PP,Polypropylene,USD/lb,2023-12,0.8684,4.80,up
PP,Polypropylene,USD/lb,2024-01,0.9155,5.42,up
PP,Polypropylene,USD/lb,2024-02,0.8942,-2.33,down
PP,Polypropylene,USD/lb,2024-03,0.9056,1.27,up
PP,Polypropylene,USD/lb,2024-04,0.8832,-2.47,down
PP,Polypropylene,USD/lb,2024-05,0.9163,3.75,up
PP,Polypropylene,USD/lb,2024-06,0.9511,3.80,up
PP,Polypropylene,USD/lb,2024-07,0.9326,-1.95,down
PP,Polypropylene,USD/lb,2024-08,0.9436,1.18,up
PP,Polypropylene,USD/lb,2024-09,0.9610,1.84,up
PP,Polypropylene,USD/lb,2024-10,0.9541,-0.72,flat
PP,Polypropylene,USD/lb,2024-11,0.9994,4.75,up
PP,Polypropylene,USD/lb,2024-12,1.0065,0.71,flat
PP,Polypropylene,USD/lb,2025-01,0.9945,-1.19,down
PP,Polypropylene,USD/lb,2025-02,1.0119,1.75,up
PP,Polypropylene,USD/lb,2025-03,1.0470,3.47,up
PP,Polypropylene,USD/lb,2025-04,1.0335,-1.29,down
PP,Polypropylene,USD/lb,2025-05,1.0305,-0.29,flat
PP,Polypropylene,USD/lb,2025-06,1.0908,5.85,up
PP,Polypropylene,USD/lb,2025-07,1.1208,2.75,up
PP,Polypropylene,USD/lb,2025-08,1.1302,0.84,flat
PP,Polypropylene,USD/lb,2025-09,1.1478,1.56,up
PP,Polypropylene,USD/lb,2025-10,1.1247,-2.01,down
PP,Polypropylene,USD/lb,2025-11,1.1126,-1.08,down
PP,Polypropylene,USD/lb,2025-12,1.1120,-0.05,flat
PP,Polypropylene,USD/lb,2026-01,1.1364,2.19,up
PP,Polypropylene,USD/lb,2026-02,1.1247,-1.03,down
PP,Polypropylene,USD/lb,2026-03,1.1121,-1.12,down
RUB,Natural Rubber,USD/lb,2023-08,0.8946,-2.76,down
RUB,Natural Rubber,USD/lb,2023-09,0.9150,2.28,up
RUB,Natural Rubber,USD/lb,2023-10,0.9027,-1.34,down
RUB,Natural Rubber,USD/lb,2023-11,0.9456,4.75,up
RUB,Natural Rubber,USD/lb,2023-12,0.9866,4.34,up
RUB,Natural Rubber,USD/lb,2024-01,0.9593,-2.77,down
RUB,Natural Rubber,USD/lb,2024-02,0.9472,-1.26,down
RUB,Natural Rubber,USD/lb,2024-03,0.9720,2.62,up
RUB,Natural Rubber,USD/lb,2024-04,0.9577,-1.47,down
RUB,Natural Rubber,USD/lb,2024-05,0.9365,-2.21,down
RUB,Natural Rubber,USD/lb,2024-06,0.9835,5.02,up
RUB,Natural Rubber,USD/lb,2024-07,1.0006,1.74,up
RUB,Natural Rubber,USD/lb,2024-08,1.0091,0.85,flat
RUB,Natural Rubber,USD/lb,2024-09,1.0460,3.66,up
RUB,Natural Rubber,USD/lb,2024-10,1.0865,3.87,up
RUB,Natural Rubber,USD/lb,2024-11,1.0682,-1.68,down
RUB,Natural Rubber,USD/lb,2024-12,1.0412,-2.53,down
RUB,Natural Rubber,USD/lb,2025-01,1.0462,0.48,flat
RUB,Natural Rubber,USD/lb,2025-02,1.0505,0.41,flat
RUB,Natural Rubber,USD/lb,2025-03,1.0589,0.80,flat
RUB,Natural Rubber,USD/lb,2025-04,1.0924,3.16,up
RUB,Natural Rubber,USD/lb,2025-05,1.1215,2.66,up
RUB,Natural Rubber,USD/lb,2025-06,1.1827,5.46,up
RUB,Natural Rubber,USD/lb,2025-07,1.1530,-2.51,down
RUB,Natural Rubber,USD/lb,2025-08,1.1556,0.23,flat
RUB,Natural Rubber,USD/lb,2025-09,1.1516,-0.35,flat
RUB,Natural Rubber,USD/lb,2025-10,1.2018,4.36,up
RUB,Natural Rubber,USD/lb,2025-11,1.1878,-1.16,down
RUB,Natural Rubber,USD/lb,2025-12,1.1677,-1.69,down
RUB,Natural Rubber,USD/lb,2026-01,1.1751,0.63,flat
RUB,Natural Rubber,USD/lb,2026-02,1.1798,0.40,flat
RUB,Natural Rubber,USD/lb,2026-03,1.1693,-0.89,flat
